以	a1olj1oljj4yljj4
天授	tgsk1
天神	tgsl1
天数	tgsm1
天杀	tgsm2*
天山	tgso1
替身	tgsr1
提高收入	tgsr3
泰顺	tgsr4
泰式	tgss1
天水市	tgss2
天生	tgst1
同归殊途	tgst2
天色	tgsw1
天煞	tgsw2*
天书	tgsx1
泰顺县	tgsx2
天上	tgsy1
天体	tgt1tgtj2*
吞吐量	tgt2tgtl2
通过提案	tgta1
天梯	tgtc1
同工同酬	tgtc2
天天	tgtg1
天庭	tgth1
吞吐	tgti1
天堂	tgtj1
提供条件	tgtj3*
天台	tgtl1
天堂鸟	tgtn1
天突	tgtn2*
天台山	tgts1
天坛	tgtu1
泰坦	tgtu2*
天条	tgtw1
统购统销	tgtx1
天台县	tgtx2
天文馆	tgw1tgwg2
天文学	tgw2tgwx2
天文历	tgw3tgwl2
天威	tgwa1
天王	tgwg1
天文	tgwh1
天干物燥	tgwi1tgwz1
天问	tgwj1
贪官污吏	tgwl1
天网	tgwo1
泰晤士	tgws1
天文台	tgwt1
替我	tgwt2*
天外	tgww1
天王星	tgwx1
涂改无效	tgwx3*
吞下	tgx1tgxf2*
天行健	tgx2tgxj2
天仙子	tgx3tgxi3
天相	tgxc1
天晓得	tgxd1
天下	tgxf1
泰西	tgxf3*
天蝎座	tgxi1tgxz1
透过现象看本质	tgxi2tgxz2
天仙	tgxj1
天心	tgxl1
天性	tgxn1
泰兴	tgxn2*
提高性能	tgxn3*
天蝎	tgxo1
天心区	tgxq1tgxu1
弹冠相庆	tgxq2tgxu2
天星	tgxr1
泰兴市	tgxs1
天香	tgxt1
天险	tgxv1
天象	tgxw1
天线	tgxx1
吞咽	tgy1tgyi3*
天鹰座	tgy2tgyi2tgyz1
天涯	tgyd1
天渊	tgyd2*
天各一方	tgyf1
天元	tgyg1
天意	tgyh1
韬光养晦	tgyh2
天呀	tgyi1
同归于尽	tgyj1
天佑	tgyj2*
泰语	tgyl1
天宇	tgyn1
天眼	tgyo1
提供样品	tgyp1
天阴	tgyv1
疼爱	tham1
体会不到	thbd1
唐伯虎	thbh1
蜕化变质	thbi1thbz1
痛扁	thbl1
痛楚	thcc1
唐朝	thcf1
痛彻	thck1
唐初	thcl1
痛斥	thcq1
童车	thcs1
痛陈	thcv1
痛处	thcw1
疼得	thd1thdk2*
天昏地暗	thda1
天寒地冻	thdd1
瘫倒	thdj1
唐代	thdj2*
痛打	thdk1
痛得	thdk3*
天荒地老	thdl1
痛悼	thdn1
痛点	thdy1
桃花夫人	thfr1
痛风	thfw1
痛感	thga1
醍醐灌顶	thgd1
讨回公道	thgd2
童工	thgf1
唐古拉	thgl1
偷换概念	thgn1
痰核	thhc1
唐河	thhd1
唐璜	thhg1
瘫痪	thhh1
童话	thhl1
痰火	thhm1
痛恨	thhn1
痛悔	thhn2*
亭湖区	thhq1thhu1
唐河县	thhx1
童子鸡	thi2thij3thz1thzj3
童子	thi3thiv2*thz2thzv2*
痰浊	thid1thzd1
童真	thif1thzf1
痛责	thig1thzg1
童装	thih1thzh1
唐装	thih2*thzh2*
瘫坐	thij1thzj1
童子军	thij2thz3thzj2
题海战术	this1thzs1
童稚	thit1thzt1
庭长	thit2*thzt2*
亭子	thiv1thzv1
瘫子	thiv3*thzv3*
童贞	thiy1thzy1
唐家璇	thj1thjx2
痛击	thjg1
通话记录	thjl1
痛觉	thjn1
通货紧缩	thjs1
痛经	thjx1
痛苦	thke1
痛哭	thki1
痛快	thkn1
唐卡	thky1
天花乱坠	thli1thlz1
谈婚论嫁	thlj1
桃红柳绿	thll1
土豪劣绅	thls1
唐老鸭	thly1
童蒙	thme1
讨好卖乖	thmg1
唐明皇	thmh1
痛骂	thmi1
头昏目眩	thmx1
头昏脑胀	thni1thnz1
头昏脑涨	thni2thnz2
唐宁街	thnj1
童男	thno1
亭内	thno2*
童女	thns1
童年	thnt1
痛殴	thos1
通货膨胀	thpi1thpz1
痛批	thpk1
庭前	thqm1thum1
痛切	thqs1thus1
童趣	thqu1thuu1
唐人街	thrj1
唐人	thrj2*
痰热	thrk1
瘫软	thrs1
痰火扰心	thrx1
谈何容易	thry1
疼死	thsa1
谈虎色变	thsb1
投怀送抱	thsb2
唐三彩	thsc1
痰湿	thsd1
唐三藏	thsi1thsz1
唐僧	thsj1
唐诗	thsl1
唐宋	thsn1
庭审	thsn2*
唐山	thso1
唐山市	thss1
痛失	thst1
童声	thsu1
唐书	thsx1
亭台	tht2thtl2
疼痛	thth1
亭亭	thth2
唐太宗	thti1thtz1
唐突	thtn1
痛恶	thwf1
庭外	thww1
痛心	thx1thxl2*
痰涎	thxd1
童鞋	thxf1
唐玄宗	thxi1thxz1
童心	thxl1
庭训	thxl3*
疼惜	thxn1
痛惜	thxn2*
唐县	thxo1
童星	thxr1
同呼吸共命运	thxy1
停火协议	thxy2
童言	thy1thyh3*
桃花依旧笑春风	thyf1
痰盂	thyg1
痛痒	thyh1
头昏眼花	thyh2
童音	thyh4*
痛阈	thyj1
童谣	thyl1
唐寅	thyn1
庭园	thyo1
庭院	thyv1
痛饮	thyw1
调和营卫	thyw2
童养媳	thyx1
昙花一现	thyx2
唐虞	thyy1
跳板	tib1tibc3*
听不到	tib2tibd2
踏板	tibc1
兔子不吃窝边草	tibc2tzbc1
听不懂	tibd1
特种部队	tibd3*tzbd1
吐蕃	tibe1
听不见	tibj1
团支部书记	tibj2*tzbj1
踏遍	tibl1
投资比例	tibl2tzbl1
踢爆	tibm1
听罢	tibo1
停滞不前	tibq1tibu1tzbq1tzbu1
吐字不清	tibq2tibu2tzbq2tzbu2
听不听	tibt1
踏步	tiby1
跳槽	tic1ticc2*
跳出	tic2ticv2*
听出	tic3ticv3*
听成	tica1
投资成本	ticb1tzcb1
吐槽	ticc1
听潮	ticd1
踏春	ticg1
吐嘈	tici1
听从	ticj1
叹词	ticl1
跳出来	ticl2
吐翠	ticl3*
听差	ticm1
天资聪明	ticm2tzcm1
跳窗	ticn1
投资产品	ticp1tzcp1
跳车	tics1
踏出	ticv1
吐出	ticv4*
听错	ticy1
天资聪颖	ticy2tzcy1
跳大神	tid2tids2
踢到	tid3tids4*
听得出	tidc1
听得到	tidd1
跳动	tidg1
天字第一号	tidh1tzdh1
头足倒置	tidi1tzdz1
听得见	tidj1
踢倒	tidj2*
踢打	tidk1
听打	tidk2*
听得	tidk3*
同轴电缆	tidl1tzdl1
听读	tidl2*
叹道	tidm1
天诛地灭	tidm2tzdm1
听懂	tidn1
听到	tids1
天造地设	tids3tzds1
跳到	tids5*
踏地	tidu1
统治地位	tidw1tzdw1
投资对象	tidx1tzdx1
调整幅度	tifd1tzfd1
踢翻	tifm1
踢飞	tifn1tifz1
跳发球	tifq1tifu1
叹服	tifv1
听风	tifw1
通胀风险	tifx1tzfx1
投资风险	tifx2tzfx2
听歌	tig1tigf2*
通知规定	tigd1tzgd1
跳过	tigf1
听过	tigf3*
体制改革	tigg1tzgg1
跳高	tigh1
投资规划	tigh2tzgh1
同舟共济	tigj1tzgj1
叨光	tigj2*
通知顾客	tigk1tzgk1
投资管理	tigl1tzgl1
投资规模	tigm1tzgm1
听惯	tign1
听骨	tigo1
投资过热	tigr1tzgr1
天姿国色	tigs1tzgs1
投资公司	tigs2tzgs2
踢馆	tigw1
踢给	tigx1
跳河	tih2tihd2*
听会	tih3tihj2*
投资回报	tihb1tzhb1
跳海	tihd1
听海	tihd3*
叹号	tihi1
听候	tihj1
投资环境	tihj3*tzhj1
听话	tihl1
踢回	tiho2*
天真活泼	tihp1tzhp1
听后	tihq1
投资合同	tiht1tzht1
投资行业	tihy1tzhy1
听证	tii1tiil2*tiz2tizl2*
听诊器	tii3tiiq1tiiu2tiz4tizq1tizu2
投资资本	tiib1tzzb1
投资总额	tiie1tzze1
听政	tiif1tizf1
听者	tiif2*tizf2*
听证会	tiih1tizh1
天作之合	tiih2tzzh1
踏足	tiii1tizi1
天助自助者	tiii2tzzz1
听众	tiij1tizj1
弹指之间	tiij2tzzj1
跳闸	tiij3*tizj2*
跳蚤	tiil1tizl1
听诊	tiil3*tizl3*
听着	tiim1tizm1
踏着	tiim2*tizm2*
吐字	tiin1tizn1
踢足球	tiiq2tiiu3tiz3tizq2tizu3
投资证券	tiiq3*tiiu4tzzq1tzzu1
跳转	tiis1tizs1
投资主体	tiit1tzzt1
踢走	tiiu1tizu1
蹄子	tiiv1tizv1
天祝藏族自治县	tiix1tizx1tzix1tzzx1
跳进	tij1tijg2*
踢毽	tij3tijt2*
停职检查	tijc1tzjc1
投资决策	tijc2tzjc2
踏进	tijg1
跳井	tijg3*
投资机会	tijh1tzjh1
啼叫	tiji1
天之骄子	tiji2tzjz1
统治阶级	tijj1tzjj1
听讲	tijl1
听见了	tijl2
土著居民	tijm1tzjm1
听觉	tijn1
听见	tijo1
头重脚轻	tijq1tiju1tzjq1tzju1
调制解调器	tijq2tiju2tzjq2tzju2
蹄筋	tijt1
天主教堂	tijt3*tzjt1
跳脚	tijv1
添砖加瓦	tijw1tzjw1
跳级	tijx1
天子脚下	tijx2tzjx1
添枝加叶	tijy1tzjy1
投资开发	tikf1tzkf1
踢开	tikg1
投资客户	tikh1tzkh1
啼哭	tiki1
听课	tikl1
踏空	tikn1
听来	til2tilh2*
听力	til3tiln2tilz1
跳楼	tilc1
投资理财	tilc2tzlc1
跳梁	tild1
踏浪	tild2*
吐鲁番	tilf1
吐露	tilh1
跳离	tilh3*
跳楼价	tilj1
天真烂漫	tilm1tzlm1
投资理念	tiln3tzln1
投资利润	tilr1tzlr1
听了	tilv1
跳了	tilv2*
吐了	tilv3*
吐绿	tilx1
唾沫	timd1
吐沫	timd2*
涂脂抹粉	timf1tzmf1
唾骂	timi1
听命	timj1
跳马	timx1
特征明显	timx2tzmx1
听那	tinb1
脱脂奶粉	tinf1tznf1
吐衄	tinr1
听腻	tinv1
吐纳	tinx1
跳皮筋	tip1tipj2
跳票	tipf1
踏平	tiph1
投资品种	tipi1tzpz1
听凭	tipj1
踢皮球	tipq1tipu1
踏青	tiq1tiqg2*tiu2tiug2*
听清	tiq2tiqd2*tiu3tiud2*
听清楚	tiq3tiqc2tiuc2
跳棋	tiqc1tiuc1
跆拳道	tiqd1tiud1
啼泣	tiqd3*tiud3*
投资渠道	tiqd4*tiud4*tzqd1tzud1
听取	tiqf1tiuf1
投资气氛	tiqf2tiuf2tzqf1tzuf1
踢球	tiqg1tiug1
唾弃	tiqh1tiuh1
听起来	tiql1tiul1
天真罄露	tiql2tiul2tzql1tzul1
跆拳	tiqm1tium1
停止侵权	tiqq1tiuu3*tzqq1tzuu1
听泉	tiqr1tiur1
叹气	tiqt1tiut1
吐气	tiqt2*tiut2*
跳墙	tiqu1tiuu1
跳起	tiqu2*tiuu2*
投资企业	tiqy1tiuy1tzqy1tzuy1
投资热点	tird1tzrd1
吐蕊	tire1
弹指如飞	tirf1tzrf1
投资入股	tirg1tzrg1
天灾人祸	tirh1tzrh1
听之任之	tiri1tzrz1
听任	tirj1
踢人	tirj2*
叨扰	tirk1
踏入	tirm1
跳入	tirm2*
铁证如山	tirs1tzrs1
通知如下	tirx1tzrx1
听审	tis1tisn2*
吐丝	tis2tisx2*
听声	tis3tisu2*
踢死	tisa1
吐司	tisb1
跳蚤市场	tisc1tzsc1
跳水	tisd1
唐宗宋祖	tisi1tzsz1
跳伞	tisj1
叹赏	tisj2*
听说	tisl1
跳神	tisl2*
踏实	tisn1
吐实	tisn3*
投资水平	tisp1tzsp1
听上去	tisq1tisu1
啼声	tisu3*
蹄声	tisu4*
跳绳	tisx1
听书	tisx3*
踏上	tisy1
投资收益	tisy2tzsy1
饕餮	tita1
铜枝铁干	titg1tztg1
吐痰	tith1
听听	titi1
踢踏	titi2*
跳投	titk1
跳台	titl1
徒子徒孙	tits1tzts1
听筒	titt1
踢腿	titv1
踢踏舞	titw1
吐温	tiwd1
贪赃枉法	tiwf1tzwf1
听闻	tiwj1
听完	tiwn1
叹惋	tiwn2*
听我说	tiws1
跳舞	tiwt1
天真无邪	tiwx1tzwx1
天助我也	tiwy1tzwy1
听写	tix1tixl4*
跳下来	tix2tixl2
跳下去	tix3tixq2tixu2
停战协定	tixd1tzxd1
跳下	tixf1
踏雪	tixh1
听信	tixj1
听戏	tixl1
痛在心里	tixl3tzxl1
投资项目	tixm1tzxm1
叹惜	tixn1
听下去	tixq1tixu1
叹息	tixr1
吐血	tixr2*
啼笑	tixt1
跳线	tixx1
听音	tiy1tiyh3*
吐谷浑	tiy2tiyh2
听音乐	tiy3tiyy1
唾液	tiyd1
听雨	tiyf1
跳远	tiyg1
吐艳	tiyg2*
投资银行	tiyh1tzyh1
跳跃	tiyi1
弹指一挥间	tiyj1tzyj1
投之以桃，报之以李	tiyl1tzyl1
跳崖	tiyo1
通知要求	tiyq1tiyu1tzyq1tzyu1
听一听	tiyt1
跳越	tiyu2*
投资业务	tiyw1tzyw1
投资意向	tiyx1tzyx1
逃之夭夭	tiyy2tzyy1
他爱	tjam1
偷安	tjan1
统计报表	tjbb1
贪杯	tjbc1
停泊	tjbd1
体表	tjbg1
通今博古	tjbg2
他便	tjbj1
停摆	tjbk1
天机不可泄漏	tjbl1
他被	tjbl2*
偷鸡不成蚀把米	tjbm1
他爸	tjbm2*
停办	tjbn1tjbz1
突击步枪	tjbq1tjbu1
停笔	tjbt1
停步	tjby1
体操队	tjc2tjcd2
他处	tjc3tjcw2*
体层	tjcb1
停车场	tjcc1
体测	tjcd1
偷菜	tjce1
体裁	tjcf1
停产	tjch1
贪吃	tjci1
偷吃	tjci2*
他从	tjcj1
体操	tjck1
体彩	tjcm1
他曾	tjcm2*
体察	tjcn1
贪财	tjco1
停车坪	tjcp1
停船	tjcq1
停车	tjcs1
偷出	tjcv1
停车位	tjcw1
统计错误	tjcw3*
偷得	tjd2tjdk3*
投机倒把	tjdb1
棠棣	tjdc1
统计调查	tjdc2
偷渡	tjdd1
他都	tjdf1
偷盗	tjdh1
停当	tjdj1
停掉	tjdk1
拖家带口	tjdk2
他得	tjdk4*
他对	tjdl1
堂弟	tjdm1
停电	tjdo1
他的	tjdr1
停顿	tjds1
田间地头	tjdt1
贪多	tjdw1
同济大学	tjdx1
天经地义	tjdy1
退居二线	tjex1
贪腐	tjf2tjfh2*
停飞	tjf3tjfn2*tjfz2*
团结奋斗	tjfd1
统计方法	tjff1
停放	tjfh1
他方	tjfh3*
投机分子	tjfi1tjfz3*
停付	tjfj1
团结奋进	tjfj2
停发	tjfn1tjfz1
体罚	tjfo1
条件反射	tjfs1
统计范围	tjfw1
统计分析	tjfx1
堂哥	tjg2tjgf2*
体改	tjgb1
体格	tjgc1
土建工程	tjgc2
体工队	tjgd1
停工	tjgf1
他跟	tjgi1
停供	tjgj1
田间管理	tjgl1
他该	tjgl2*
贪官	tjgn1
他国	tjgo1
体改委	tjgw1
他给	tjgx1
体会到	tjh2tjhd2
他还	tjha1
条件很差	tjhc1
堂吉诃德	tjhd1
唐吉诃德	tjhd3*
团结互助	tjhi1tjhz1
体会	tjhj1
讨价还价	tjhj2
堂会	tjhj3*
偷换	tjhk1
偷欢	tjhl1
停火	tjhm1
停航	tjhq1
堂皇	tjhr1
倘或	tjhs1
停好	tjhs2*
他和	tjht1
停战	tji1tjiy2*tjz1tjzy2*
他自己	tji2tjij2tjz2tjzj2
停在	tjia1tjza1
体脂秤	tjic1tjzc1
停滞	tjid1tjzd1
停职	tjif1tjzf1
体壮	tjih1tjzh1
堂主	tjih2*tjzh2*
贪嘴	tjii1tjzi1
停住	tjij1tjzj1
体征	tjik1tjzk1
体脂率	tjil1tjzl1
停诊	tjil2tjzl2
统计资料	tjil3tjzl3
偷着	tjim1tjzm1
脱缰之马	tjim2tjzm2
途中	tjio1tjzo1
贪赃	tjio2*tjzo2*
体质	tjiq1tjzq1
体制上	tjis1tjzs1
体重	tjit1tjzt1
体制	tjit2*tjzt2*
偷走	tjiu1tjzu1
体脂	tjiv1tjzv1
停驻	tjix1tjzx1
停止	tjiy1tjzy1
体针	tjiy3*tjzy3*
停机	tjj2tjjc2*
停机库	tjj3tjjk2
停建	tjjb1
体己	tjjb2*
体检	tjjc1
他将	tjjh1
他就	tjjh2*
团结紧张	tjji2tjjz1
途径	tjjk1
团结就是力量	tjjl1
他家	tjjn1
停机坪	tjjp1
囤积居奇	tjjq1tjju1
推己及人	tjjr1
堂姐	tjjs1
体积	tjjt1
途经	tjjx1
梯级开发	tjkf1
停刊	tjkg1
塔吉克族	tjki1tjkz1
偷看	tjkk1
条件苛刻	tjkk2
停课	tjkl1
堂课	tjkl2*
偷窥	tjkn1
停靠	tjkt1
塔吉克斯坦	tjkt2
体力	tjl1tjln2*tjlz1
体力活	tjl2tjlh2
偷来	tjl3tjlh3*
偷录	tjlb1
贪婪	tjlc1
偷漏	tjld1
谈今论古	tjlg1
贪恋	tjlh1
停留在	tjli1tjlz2
体例	tjlj1
他俩	tjlj2*
他律	tjlk1
体谅	tjll1
偷懒	tjln1
他力	tjln3*tjlz3*
偷漏税	tjls1
停了	tjlv1
停留	tjlw1
提交论文	tjlw2
佟丽娅	tjly1
他们的	tjm2tjmd3
体面	tjma1
调解矛盾	tjmd1
他妈的	tjmd2
他没	tjmd4*
推荐名额	tjme1
偷鸡摸狗	tjmg1
推进民主	tjmi1tjmz1
偷摸	tjmk1
体貌	tjmm1
堂妹	tjms1
体毛	tjmt1
他那	tjnb1
他娘的	tjnd1
贪念	tjnj1
体念	tjnj2*
体能	tjnl1
倘能	tjnl2*
体内	tjno1
他年	tjnt1
团结拼搏	tjpb1
偷拍	tjpk1
推荐品牌	tjpp1
停盘	tjpq1
体魄	tjpr1
停牌	tjpr2*
天将破晓	tjpx1
贪便宜	tjpy1
推荐朋友	tjpy2
偷取	tjqf1tjuf1
贪求	tjqf2*tjuf2*
停球	tjqg1tjug1
团结群众	tjqi1tjqz1tjui1tjuz1
团结起来	tjql1tjul1
堂前	tjqm1tjum1
偷情	tjqn1tjun1
偷窃	tjqn2*tjun2*
投机取巧	tjqq1tjuu1
偷去	tjqu1tju2tjuu2*
体腔	tjqv1tjuv1
偷钱	tjqy1tjuy1
贪钱	tjqy2*tjuy2*
体弱	tjrb1
天津日报	tjrb2
倘若	tjre1
他人	tjrj1
体认	tjrl1
提交日期	tjrq1tjru1
他日	tjrr1
倘然	tjrv1tjrw1
条件如下	tjrx1
统计人员	tjry1
停售	tjs1tjsj2*
停水	tjsd1
偷奸耍滑	tjsh1
统计数字	tjsi1tjsz1
他虽	tjsi2*
倘使	tjsj1
统计数据	tjsj3*
停手	tjsk1
他说	tjsl1
他杀	tjsm1
田忌赛马	tjsm2
停赛	tjsn1
贪睡	tjso1
他所	tjsq1
他是	tjsr1
体式	tjss1
偷税	tjst1
偷生	tjst2*
贪色	tjsw1
体色	tjsw2*
停驶	tjsx1
堂叔	tjsy1
堂上	tjsy2*
堂堂	tjt1tjtj2*
体态	tjta1
偷听	tjti1
偷偷	tjtj1
倜傥	tjtj3*
体贴	tjto1
贪图	tjto2*
体坛	tjtu1
体统	tjtx1
团结统一	tjty1
体温	tjw2tjwd2
体温计	tjw3tjwj2
堂屋	tjwb1
体温表	tjwb2
贪污	tjwd1
贪污犯	tjwf1
贪玩	tjwg1
体味	tjwi1
贪污罪	tjwi2tjwz1
体位	tjwj1
他问	tjwj3*
他为	tjwm1
体悟	tjwn1
体委	tjwt1
他物	tjwt2*
体外	tjww1
体形	tjx1tjxg2*
体型	tjx2tjxg3*
体协	tjx3tjxf2*
偷袭	tjxa1
体细胞	tjxb1
体校	tjxc1
体现出	tjxc2
他想	tjxc3*
堂兄弟	tjxd1
体系	tjxe1tjxw1
停薪	tjxe2*
停下	tjxf1
体现	tjxg1
体癣	tjxh1
堂兄	tjxi1
体现在	tjxi2tjxz1
团结协作	tjxi3tjxz2*
偷闲	tjxj1
他像	tjxj2*
条件许可	tjxk1
贪心	tjxl1
停下来	tjxl2
体恤	tjxn1
停学	tjxn2*
贪小	tjxp1
停歇	tjxr1
停息	tjxr2*
偷笑	tjxt1
他乡	tjxx1
体虚	tjxy1
体育报	tjy1tjyb2
倘有	tjya1
团结友爱	tjya2
体育部	tjyb1
体育场	tjyc1
体液	tjyd1
田径运动	tjyd2
停药	tjye1
体育馆	tjyg1
偷运	tjyg2*
体育	tjyh1
团结一致	tjyi1tjyz1
体育界	tjyj1
体育课	tjyk1
推荐一款	tjyk2*
他又	tjyl1
贪欲	tjym1
脱缰野马	tjym2
他由	tjyo1
他与	tjys1
团结友善	tjys2
停业	tjyu1
偷越	tjyu2*
体院	tjyv1
他也	tjyv2*
停用	tjyw1
他用	tjyw2*
体验	tjyx1
团结一心	tjyx2
统计意义	tjyy1
提案	tka2tkan1
投案	tka3tkan3*
提按	tkak1
抬爱	tkam1
探案	tkan4*
提拔	tkb1tkbk2
挺拔	tkb2tkbk4*
投保人	tkb3tkbr2
拖布	tkba1
投奔	tkba2*
投标	tkbc1
投币	tkbe1
摊薄	tkbe2
拓本	tkbf1
探班	tkbg1
探病	tkbh1
托庇	tkbh2
挺不住	tkbi1tkbz1
投保者	tkbi2tkbz2
投保	tkbj1
挑拨	tkbk1
痛苦不堪	tkbk3*
拖把	tkbk5*
探宝	tkbn1
投标人	tkbr1
提笔	tkbt1
提包	tkbw1
徒步	tkby1
托钵	tkby2*
托辞	tkc1tkct2*
探测器	tkc2tkcq2tkcu1
推出	tkc3tkcv2*
提成	tkca1
推迟	tkcb1
探查	tkcc1
推测	tkcd1
探测	tkcd2*
挑刺	tkcf1
投产	tkch1
搪瓷	tkch2*
提呈	tkci1
提倡	tkcj1
提插	tkck1
托词	tkcl1
提出来	tkcl2
投诚	tkcl3*
推诚	tkcl4*
探察	tkcn1
推崇	tkco1
拖船	tkcq1
推车	tkcs1
拖车	tkcs2*
推辞	tkct1
拖长	tkct3*
提出	tkcv1
抬出	tkcv3*
探出	tkcv4*
掏出	tkcv5*
挑出	tkcv6*
提纯	tkcx1
挑错	tkcy1
推断	tkd1tkdm2*
投递	tkd2tkdm3*
挑大梁	tkd3tkdl2
挺大	tkda1
推导	tkdb1
投弹	tkdb2*
提档	tkdc1
投档	tkdc2*
摊档	tkdc3*
挑逗	tkdd1
拖带	tkdf1
推动	tkdg1
挑动	tkdg2*
投毒	tkdg3*
拖动	tkdg4*
探底	tkdh1
推倒	tkdj1
推掉	tkdk1
挑担	tkdk2*
推挡	tkdk3*
推动力	tkdl1
头可断，血可流	tkdl3
提调	tkdl4*
徒弟	tkdm1
提单	tkdm4*
挑灯	tkdm5*
推定	tkdn1
提到	tkds1
投到	tkds2*
抬到	tkds3*
探到	tkds4*
推到	tkds5*
投敌	tkdt1
拖地	tkdu1
挺多	tkdw1
摊点	tkdy1
提点	tkdy2*
提督	tkdy3*
徒儿	tke1tkew2*
脱口而出	tkec1
腾空而起	tkeq1tkeu1
托儿所	tkes1
托儿	tkew1
托福	tkf1tkfl2*
提法	tkfd1
挑夫	tkfg1
条块分割	tkfg2
投放	tkfh1
托付	tkfj1
挞伐	tkfj2*
探访	tkfl1
推翻	tkfm1
摊贩	tkfo1
探风	tkfw1
推广	tkg1tkgh2*
抬高	tkg3tkgh3*
提高班	tkgb1
抬杠	tkgc1
提灌	tkgd1
提高到	tkgd2
提过	tkgf1
托故	tkgf2*
徒工	tkgf3*
提干	tkgg1
提供给	tkgg2
挺高	tkgh4*
提供者	tkgi1tkgz1
提供	tkgj1
挺括	tkgk2
投稿人	tkgr1
探戈	tkgs1
提供商	tkgs2
投稿	tkgt1
托管	tkgt2
托孤	tkgv1
提纲	tkgx1
探花	tkh2tkhe2*
提花	tkh3tkhe3*
提货单	tkhd1
投河	tkhd2*
拓荒	tkhe1
挑花	tkhe4*
拓荒者	tkhi1tkhz1
提货	tkhj1
投合	tkhj2*
投行	tkhk1
挺火	tkhm1
推回	tkho1
推后	tkhq1
拖后	tkhq2*
挺好	tkhs1
拖后腿	tkht1
推知	tki1tkit2*tkzt2*
探照灯	tki2tkid2tkz1tkzd2
投资方	tki3tkif2tkz2tkzf2
投在	tkia1tkza1
拓展	tkib1tkzb1
推展	tkib2*tkzb2*
投注	tkid1tkzd1
特快专递	tkid3tkzd3
投资额	tkie1tkze1
挺直	tkif1tkzf1
提职	tkif3*tkzf3*
投资	tkih1tkzh1
摊主	tkih2*tkzh2*
挑战者	tkii1tkzz1
投资者	tkii2tkzz2
挑嘴	tkii3*tkzi1
挺住	tkij1tkzj1
拖住	tkij2*tkzj2*
拖拽	tkik1tkzk1
投掷	tkik2tkzk2
投资客	tkik3tkzk3
提振	tkik4*tkz3tkzk4*
提着	tkim1tkzm1
推着	tkim2*tkzm2*
抬着	tkim3*tkzm3*
拖着	tkim4*tkzm4*
挑着	tkim5*tkzm5*
投中	tkio1tkzo1
脱裤子放屁	tkip1tkzp1
提早	tkir1tkzr1
投资人	tkir2tkzr2
投资商	tkis1tkzs1
探长	tkit1tkzt1
探知	tkit3*tkzt3*
抬走	tkiu1tkzu1
推走	tkiu2*tkzu2*
拖走	tkiu3*tkzu3*
徒增	tkiu4*tkzu4*
提子	tkiv1tkzv1
摊子	tkiv2tkzv2
探子	tkiv3*tkzv3*
挑战性	tkix1tkzx1
挑战	tkiy1tkzy1
探针	tkiy2*tkzy2*
探究	tkj2tkjn2*
推进器	tkj3tkjq1tkju2
投机	tkjc1
投江	tkjd1
推荐	tkje1
推进	tkjg1
挺进	tkjg2*
抬进	tkjg3*
捅进	tkjg4*
投井	tkjg5*
提交	tkjh1
抬轿子	tkji1tkjz1
推介	tkjj1
推进剂	tkjj2
提价	tkjj3*
抬价	tkjj4*
挑拣	tkjk1
推挤	tkjk2*
投军	tkjl1
抬举	tkjn1
挺举	tkjn3*
投寄	tkjn4*
推举	tkjn5*
提举	tkjn6*
推究	tkjn7*
托架	tkjn8*tkjz2*
徒具	tkjo1
抬轿	tkjs1
投机商	tkjs2
探监	tkju1
抬脚	tkjv1
提及	tkjw1
推及	tkjw2*
提级	tkjx1
掏空	tkk1tkkn2*
探矿	tkka1
投考	tkkf1
摊开	tkkg1
推开	tkkg2*
提款机	tkkj1
拓宽	tkkn1
挺快	tkkn3*
投靠	tkkt1
托克托	tkkt2
拖垮	tkku1
提款	tkku2*
托克逊	tkkx1
推论	tkl2tkll1
探路	tkl3tkli2*
徒劳	tkle1
推理	tklg1
塔克拉玛干	tklg2
挺立	tklh1
投来	tklh2*
捅娄子	tkli1tklz1
拖拉机	tklj2
天可怜见	tklj3
拖拉	tklk1
痛快淋漓	tkll2
提炼	tklm1
托勒密	tklm2
推拉门	tklm3
塔克拉玛干沙漠	tklm4
投料	tklm5*
推力	tkln1tklz2*
拖累	tklo2
托里	tklo3
拖轮	tkls1
托拉斯	tkls2
投篮	tklt1
痛哭流涕	tklt2
提篮	tklt3*
提留	tklw1
投连险	tklx1
托里县	tklx2
挑明	tkm2tkmr3*
提名者	tkm3tkmi2tkmz2
挑毛病	tkmb1
托梦	tkmc1
推磨	tkmh1
投名状	tkmi1tkmz1
推门	tkmj1
挺没劲	tkmj2
掏摸	tkmk1
挺忙	tkmn1
挺没趣	tkmq1tkmu1
探明	tkmr1
提名人	tkmr2
托马斯	tkms1
探秘	tkmt1
土库曼斯坦	tkmt2
挑眉	tkmv1
提名	tkmw1
探马	tkmx1
托尼	tknb1
挺难得	tknd1
推拿	tknj1
挺难	tknl1
条款内容	tknr1
投票权	tkp1tkpq2tkpu1
投票日	tkp2tkpr2
捅破	tkpa1
投屏	tkpb1
摊派	tkpd1
投票	tkpf1
摊平	tkph1
投票站	tkpi1tkpz1
拓扑	tkpk1
投拍	tkpk2*
托盘	tkpq1
摊牌	tkpr1
投票数	tkps1
探亲	tkq1tkqh2*tku3tkuh2*
提亲	tkq2tkqh3*tkuh3*
